name,lat,lon,city,username,password,theatre_id
PVR: Shalimar Bagh,28.70282,77.15833,4,Rynegawa,77URA61U,276
"PVR: Vikaspuri, Delhi",28.63902,77.07448,4,Nihi,lo0oxTsR8,277
Q Cinemas: Shahdara,28.67512,77.28808,4,Ryenn,DCfE3cihStr,278
"Ritz Cinema: Kashmere Gate, Delhi",28.66669,77.22984,4,EnderVargas,w0Zai4aoY,279
Satyam Janak Place-NCR,28.629686,77.081896,4,drowse,HA6ciWsEv6,280
Satyam Nehru Place-NCR,28.550044,77.251155,4,C00kiies,85A4960dze,281
Satyam Patel Nagar-NCR,28.6504,77.1576999,4,kounotori,fnWaHdUIS1,282
Shiela Cinema: Delhi,28.64457,77.21691,4,CamilleLuvsHoho,5fYDxQNDk,283
Suraj Cinema - Najafgarh-NCR,28.6111587,76.9764621,4,SAMOAK,LwS9D6wkT,284
"Vishal Cinema, Janta Market",28.6555642,77.118129,4,waterscape,2KckbdajL9,285
Wave: Raja Garden,28.65193,77.1208,4,narunetto,dzmbA1Wzs,286
Alankar (Pratap Theatre): Langer House,17.37651,78.4196,1,RotvyOckikano,jELxtwwbYt,287
Amba Theatre: Mehdipatnam,17.39167,78.44133,1,Cherry-Life,TtzXbFVyQ,288
Anjali Theatre: Secunderabad,17.43751,78.49338,1,mikmikmikmikmik,KV7lno5UE8R,289
Aradhna Theatre-Tarnaka,17.4248734,78.5333863,1,sargex,nYiwIMC4RH,290
Arjun 70MM: Kukatpally,17.49677,78.39703,1,Invisius,OyeLYfli,291
Asian CineSquare Multiplex: Uppal,17.40215,78.57207,1,idkanmoree,IEPjizouK0,292
Asian Ganga: Dilsukhnagar,17.36117,78.5231,1,VampireBear,7VnXC2wbz,293
Asian GPR Multiplex: Kukatpally,17.49923,78.39067,1,babomemoskdjsiq,uV6pjaLy,294
Asian Jyothi: RC Puram,17.50277,78.31221,1,Frau_Nebel,jKh4FhUhfIJ,295
Asian Lakshmikala Cinepride: Moosapet,17.46753,78.42831,1,Blissfulwish,zwEcrCun9,296
Asian M Cube Mall: Attapur,17.37169,78.43027,1,SPAZZDMR1337,OOePvJVwDS,297
Asian Radhika Multiplex: ECIL,17.47656,78.56309,1,IPTN,mgLFqTLB,298
Asian Sha: Chintal,17.4922,78.45173,1,mmeidiana,9BvtIcwUS,299
Asian Shahensha: Chintal,17.4922,78.45173,1,Stormgrid,jFzHpsfECiz,300
Asian Shiva: Dilsukhnagar,17.36117,78.5231,1,Jario,uBqPUjKKz3,301
Asian Swapna 35mm: Katedan,17.31143,78.43869,1,deadkidspeaking,778kEQ1zwU,302
Asian Swapna 70mm: Katedan,17.31143,78.43869,1,Amuya,QVTUBdmt8NM,303
"ASR Cinemas, Madhuban Colony",17.3083079,78.4319946,1,jack-Beam,Wb0YbtPZBYW,304
Bhujanga 70MM: Jeedimetla,17.5122,78.44861,1,Kiyoshi-chan,UMvt9pQ8V6,305
BR Hitech 70mm: Madhapur,17.44442,78.38823,1,RjOkami,dcEUAhf5hu,306
"Brahmarambha 70 Mm, Hyder nagar",17.5000891,78.386969,1,Skitungen2,PuMQWv8O5Uo,307
BVK Multiplex Vijayalakshmi: LB Nagar,17.34365,78.55422,1,Jotapelixo,GPzjNwwe,308
Carnival: Ameerpet,17.43026,78.44846,1,clannad187,Z01rYyMWD,309
Cine Town: Miyapur,17.49534,78.35329,1,5hortie,MwoATD6E,310
"Cinepolis: CCPL Mall, Hyderabad",17.45718,78.53681,1,Awesomemikko,WkQ7iGwVW,311
"Cinepolis: Manjeera Mall, Kukatpally",17.48978,78.39322,1,purplepinapples,bfAa94tFd,312
"Cinepolis: Mantra Mall, Attapur",17.35388,78.4206,1,sanpatsu,Y60jtAX5Dt,313
Devi 70mm 4K & Dolby Atmos: RTC X Roads,17.40627,78.49504,1,firerez,7LqekCgBJo,314
Galaxy Cinema: Toli Chowki,17.40324,78.41086,1,Leyzou,cbDQEfJ5a,315
"Ganga Theatre, Chaithanyapuri Colony",17.3719842,78.535892,1,Nollti,3NN8RDT7Rtv,316
Glory Cinema: Mallepally,17.39404,78.45831,1,Rosilius,94yJkfbq61,317
Gokul 70MM: Erragadda,17.45358,78.43435,1,Adryan0,vmOmRYkIR,318
Indra: Karmanghat,17.34507,78.53179,1,DrawnIntoIt88,b1VRmxGf,319
"INOX: GVK One, Banjara Hills",17.4195,78.44861,1,Lolitan,Ry77mkJ7ZN,320
"INOX: Maheshwari Parmeshwari Mall, Kachiguda",17.39052,78.48862,1,Stronglikesumo,rKv8Y3aBcR,321
Kalyani Movie Max: Bowenpally,17.47373,78.47971,1,Kamikochi,pMDlEcXA,322
Konark: Dilsukhnagar,17.3686,78.51865,1,StaticzAvenger,RJlpWWYrfD,323
Kumar Theatre: Kachiguda,17.38886,78.49632,1,holy_moses,vubdy08Bs,324
Lakshmi Kala Mandir: Alwal,17.49476,78.51121,1,FlameYeo,dE98hUrz,325
"Mallikarjuna 70 Mm, Hyder nagar",17.5000892,78.38697,1,Ryan_,td9A4mmwwE4,326
"Manikanta, Reddy Colony",17.337529,78.549634,1,shelbo,HcLWaXEmaM,327
Manju Cinema: Kalasiguda,17.44048,78.4936,1,Dracos33,3my1x0cOou3,328
Megha Theatre: Dilsukhnagar,17.36796,78.52666,1,kamciak,MhrQ8tHI,329
Metro Cinema: Bahadurpura,17.35587,78.45374,1,mugeez,esGIAYytNY7,330
"Miraj Cinemas: Shalini Shivani, Hyderabad",17.36764,78.5362,1,kurokial,FpAkWONvn,331
Mukta A2 Cinemas: Abids,17.38586,78.47723,1,luki,pMeLXDejFh,332
"Nagendra 70 Mm, Main Road",17.3561,78.5333,1,Niichi01,fe6amX18,333
Nagendra: Karmanghat,17.34507,78.53179,1,nictimes,oLGFl8oZa,334
Nartaki Theatre: Alwal,17.49423,78.5133,1,Benzeo,ArRvn3lgQev,335
Padmavati Cinema: Kachiguda,17.39063,78.4916,1,rOrOnoaz94,gyLmYXEsVB,336
Prasads: Hyderabad,17.33215,78.47,1,Samurnor,WLtJhakQ,337
Prashant Cinema: Secunderabad,17.43958,78.49856,1,Maza,PrgZrEohmoN,338
"Pratap Theatre, Gandhi Bhawan",17.3882628,78.4707395,1,shalynnines,SYBELuVFBA,339
Priya Theatre: Malleypally,17.39049,78.4549,1,Mainoples,k7Gj7duOp,340
"PVR Forum Sujana Mall: Kukatpally, Hyderabad",17.48452,78.38904,1,sakura567,YPWnbwr74,341
"PVR: Inorbit, Cyberabad",17.43505,78.38674,1,lisekss,S3qPptfN,342
"PVR: Panjagutta, Hyderabad",17.42675,78.45295,1,antsie,km3KjIigV,343
"PVR: RK Cineplex, Hyderabad",17.42332,78.42792,1,moe2222,giTYWVkxD,344
Raghavendra 35mm: Malkajgiri,17.4513,78.53616,1,EvilGauche,xAb1sdn1,345
Raghavendra 70mm: Malkajgiri,17.4513,78.53616,1,Cyclone012,bCKyGG5E,346
Raghavendra Mini: Malkajgiri,17.4513,78.53616,1,Bindweed,xRCAMcqu6,347
Rajdhani 70mm: Dilsukhnagar,17.36855,78.52989,1,jujuju,Ggel8PEeZ,348
Rajdhani Deluxe Theatre: Dilsukhnagar,17.36897,78.52737,1,abdul18,pGXuxDZQ,349
Rajyalakshmi 70mm: Uppal,17.39664,78.5603,1,Melorie,KHNGnIbXFWw,350
Ramakrishna 70MM - Indra Cinemas: Abids,17.38591,78.47678,1,BlackShooter4,VMOkrWZc,351
Ranga Theatre: Jeedimetla,17.51207,78.44833,1,mewtwo21,pTLKLPYJ,352
Rukmini Cinema: Patancheru,17.53212,78.26473,1,Ronald_Magno,4eC9t0Ha,353
Sai Ranga: Miyapur,17.49551,78.35974,1,masquerade04,OoO0JkgcST,354
Sampoorna 70mm: Vanasthalipuram,17.33121,78.57603,1,konataotaku,zm5kikqYyQ2,355
Sandhya 35mm: RTC X Roads,17.40691,78.49726,1,BernkastelChan,fPGr9YFv5mQ,356
Sandhya 70mm: RTC X Roads,17.40691,78.49726,1,Guy950,p8bIejd4,357
Santosh Cinemas: Abids,17.39103,78.47569,1,WayRAD,CDNDFXiLJ,358
Sapna Cinemas: Abids,17.39103,78.47569,1,SteffySama,eMJXnf2m,359
"Sapthagiri 70Mm, Ashoknagar",17.40743,78.496222,1,MonkeyDLuffyGir,136Ua02h,360
Sapthagiri Theatre: RTC X Roads,17.40803,78.4968,1,ellowel,YJPX1eCdm,361
Satyam Theatre: Ameerpet,17.43715,78.44877,1,Kazalam,2uf6EMFLNMB,362
Select Talkies: Bolaram,17.51147,78.51067,1,setayy,Ppt12EukG,363
Sensation Insomnia: Khairatabad,17.40693,78.46363,1,OkazukiIchigo,PJ9JxVGhFx,364
Sensation Sunshine: Khairatabad,17.40714,78.46361,1,Subaru-sama,8wVENdQJz2,365
Shama Cinema: Hyderabad,17.34158,78.46565,1,chandni,UBeNOOLDYJ,366
Shanti Theatre: Narayanaguda,17.39622,78.48986,1,lila94,4T5rBT9O,367
Sharada 70mm: Kapra,17.48324,78.55533,1,Xephia,zFrbV9Au,368
"Sheeshmahal Cinema, Begumpet",17.43461,78.448894,1,mini_jello,iI9YKkIxe2,369
Shiva Parvathi Cinema: Kukatpally,17.4966,78.39707,1,alejolas,WtnD798OoS,370
"Shiva Theatre, Chaithanyapuri Colony",17.3610291,78.5229013,1,zealot1138,PqdLJjYY,371
Sree Rama Theatre: Bahadurpura,17.35449,78.4573,1,OtomeSan,JHBpoVilM,372
Sree Ramana 70MM: Amberpet,17.39247,78.51578,1,Aria-da-Capo,yKAHiL9dRUl,373
Sree Ramulu 70mm: Moosapet,17.46784,78.42939,1,Northen_Lights,5j62MehiJ,374
Sree Sai Puja: Suraram,17.54458,78.43474,1,Miau,rB1bLPlyd1x,375
Sree Sai Raja Theatre: Musheerabad,17.41634,78.49944,1,CrossBorn,z4pJZ1cl,376
Sri Krishna 70MM: Uppal,17.40084,78.56788,1,Bernadotte_Pip,5q01z82RHf,377
"Sri Lakshmi Deluxe, Main Road",17.494647,78.3977,1,Stowaway,TsCoeBVGl5,378
Sri Lakshmi Deluxe: Karmanghat,17.34575,78.53156,1,Aectann,BTa2RXyQlqj,379
Sri Mayuri Theatre: RTC X Roads,17.40747,78.49604,1,Fishbot_,204zipLT3oX,380
"Sri Sai Ram Theatre, MainRoad",17.368235,78.526694,1,Kishon,O6Ns0xBQmO,381
Sri Sai Ram Theatre: Malkajgiri,17.44632,78.5354,1,BabYrHii,YR6U8rtzF53,382
Sridevi Cinema: Chilakalguda,17.43143,78.51297,1,Mortalis,vE5qWeXL,383
Srilatha and Sridevi Complex: Chanda Nagar,17.49805,78.3171,1,Thedrek,SjH9ualR,384
"Srinivas Theatre, Allapur",17.4345092,78.4467967,1,PvMVirus,i8zgpZ2F8Co,385
Srinivasa Talkies: Uppal,17.40106,78.56853,1,shadowrost,NPD9K2zs,386
SSV Cine Park: Patancheru,17.53196,78.27094,1,0marakagami,h2OC7xHw,387
Sudarshan 35mm 4k & Dolby Atmos: RTC X Roads,17.40646,78.49503,1,Cleaye,oQMhMdfJl,388
"Suresh, Sitaphalmandi",17.4269211,78.5161231,1,mellolemonyello,aHggU9Aj,389
Sushma Cinema: Vanasthalipuram,17.3358,78.57353,1,Derdodo,SHT0GRjJcCr,390
SVC Cinemas Eeshwar: Attapur,17.36645,78.42768,1,ace-in-the-hole,0HPNdAlA,391
SVC Mahalakshmi Screen 1: Kothapet,17.36944,78.53973,1,themirso,K1iZbL2WEq,392
SVC Mahalakshmi Screen 2: Kothapet,17.36944,78.53973,1,Lexxar97,u87oT1Qt,393
SVC Sangeetha Theatre: RC Puram,17.51352,78.2866,1,Shirt,igYv893o,394
SVR's Siva Sakthi Theatre: Kapra,17.47652,78.56276,1,Dr_Pepper,hDpLYwfc,395
Talluri Theatres: Kushaiguda,17.47771,78.57246,1,Rakksha,D3lW3ZbQmt,396
Tarakarama Cineplex: Kachiguda,17.39065,78.48796,1,annann12,hb3fuvvh,397
Tivoli Cinema: Extreme,17.44724,78.49246,1,fpsvash,dJdxJH42W,398
Tivoli Cinema: Hyderabad,17.44833,78.49304,1,kazykoki,yZZpPWhhxKg,399
"Usha Mayuri, Ashoknagar",17.405727,78.488421,1,DireKnight,hxgXTKmm,400
Venkatadri Cinema 70MM: Dilsukhnagar,17.36799,78.52345,1,Gorli,rz9QAqXNof,401
Venkataramana Cinema: Kachiguda,17.39069,78.49141,1,Mcrayne,O4XT8vAPbe3,402
Vijetha 70MM: Borabanda,17.45421,78.41913,1,Crale86,wtJX4853Ysd,403
Vimal 70mm: Balanagar,17.46361,78.45124,1,SocialAwkward,x8cGFdgLvT,404
Vishnu Cinemas A/C DTS: Vanasthalipuram,17.33902,78.56577,1,Melfina2328,o0FVuBjyhF,405
Viswanath 70MM Theater: Kukatpally,17.49677,78.39703,1,alysael,l5OVMyCo,406
Vyjayanthi Cinema: Nacharam,17.42889,78.55238,1,Souvlaki_,bYGCspY2,407
Yadagiri Theatre: Santosh Nagar,17.34657,78.50888,1,Miaoster,vEgNAD1kjZ,408
"Yakut Mahal Talkies, Yakutpura",17.3616553,78.4857269,1,Espe,nBRhulPIX6X,409
"Ajantha Theatre, Mattancherry Jetty",9.9538634,76.2475442,3,ShadowJackal35,A7Vs9dgGVU,410
"Cinemax: Oberon, Kochi",10.01432,76.31232,3,Hozu,EYC8b4VOw,411
"Cinepolis: Centre Square Mall, Kochi",9.9778687,76.2831729,3,Aonike,gTXnrTsyV,412
"Cinepolis: VIP Centre Square Mall, Kochi",9.9778687,76.2831729,3,ButterflyBoi,cCgVRtQEKOb,413
"Evm Cinema Studio, KSRTC Road",9.9468236,76.2556623,3,strei,nuxrMl7malT,414
EVM Kavitha Theatre 2K UFO: Ernakulam,9.978573,76.28262,3,Negative9999103,Tmjj8BCK9,415
"Jayalakshmi Talkies, Palluruthy",9.924479,76.2714001,3,Dinamet7,5qwj1CgI,416
"Jyothy, PP Road",9.9579586,76.2902266,3,fossilboy904,kuxGxvp6oDF,417
"Kanoos Cinema, Panampilly Nagar",9.9598034,76.2892536,3,Serf12,Vo3q2oh4Hi,418
Padma Cinema Screen 1: Ernakulam,9.981755,76.2826,3,Alylyc,H0MA7o82Px,419
Padma Cinema Screen 2: Ernakulam,9.981755,76.2826,3,LikeSame,qHZoF1CaEs,420
"Pratheeksha Theatre, Kumbalangi Road",9.9142577,76.2788272,3,RakShine,Th8bRzI3Fz9,421
Q Cinemas: Gold Souk Grande,9.977553,76.31627,3,ImDigital,2aAWFgzA,422
Sarita Cinema: Kochi,9.984626,76.27759,3,ilikestarcraft,Twc3zS4q13,423
Sridar Cinemas: Ernakulam,9.979525,76.27683,3,-vania-,AyF0I6Yo1Xi,424
11D Adventureplex: Quest Mall,22.52575,88.35952,2,RumpPlug,8jJjPdOBw5U,425
7D Adventure Plex: Mani Square Mall,22.57758,88.4006,2,Maebara_Keiichi,VADKcDoZ,426
"Aleya Cinema, Ballygunge RS",22.52022,88.367129,2,Elyasis,vdU4S2v5e,427
Asoka Cinema: Behala,22.49382,88.31637,2,Xylphan,0g6Ll8uEoS,428
"Basusree, SP Mukherjee Road",22.5226283,88.3462934,2,rebel6,UKuoBJzxqi,429
"Bhabani Cinema, Indrani Park",22.5055091,88.3451152,2,LordRavenM,erWDaG8po,430
"Bijoli Cinema, Bhawanipore",22.5271158,88.34657,2,Elysiumx,j7Cxe5jZmuc,431
Bina Cinema - Kolkatta,22.5814515,88.3658105,2,Blutiger_Engel,zffOSAhoy,432
"Chabighar, Parsibagan",22.5795878,88.3724625,2,paranoein,RfTDmL96bv,433
"Cinepolis: Acropolis Mall, Kolkata",22.51558,88.39319,2,ViewtifulFella,lCyu7lpDF,434
"Cinepolis: Lake Mall, Kolkata",22.51652,88.34876,2,AnimeFan71194,6CfXh0dhrO,435
"Crown Cinema, Dharmatala",22.5598378,88.3582877,2,snake_123,xE6k330joE,436
"Darpana, Bidhan Sarani",22.5977679,88.372279,2,jaina12,zNXRnhDJ,437
"Elite Cinema, Dharmatala",22.5630154,88.3538713,2,rubyleehs,s5cIziYMyt,438
"Ellora Cinema, Behala Municipal Market",22.5000008,88.31873,2,MrFlatTv,dGgKyfgflO,439
Hind INOX: Kolkata,22.56492,88.3591,2,guilherme14kj,5kpvkh2Dfa,440
Indira Cinema: Kolkata,22.52712,88.34657,2,tykmerc,wUTj1fJRI,441
"INOX: Forum Mall, Elgin Road",22.53844,88.3513,2,YeremyGx,oYnNbqp38J,442
INOX: Hiland Park,22.48339,88.39075,2,Tsukizero,G6SH15GXP,443
INOX: Quest Mall,22.53914,88.36565,2,tormentsu,ufsdxjtyB,444
INOX: Quest Mall (Insignia),22.53914,88.36565,2,otakumuch,sXo0FAXbGV,445
"INOX: South City, Kolkata",22.50136,88.36196,2,Pixelname,VxLtZdd6un,446
"INOX: Swabhumi, Maulana Azad Sarani",22.57114,88.40126,2,jabcook,67xgmBMl,447
"Jagat, Sealdah",22.5714426,88.371308,2,Michie,8unXuelh60,448
"Kamal Talkies, Garden Reach",22.5485444,88.2891741,2,Cynic_Focus,E5ngABv7v,449
"Khatoon Mahal, Garden Reach",22.5486653,88.2809764,2,Juncess,CzabYi98IN,450
"Liberty Cinema, Beadon Street",22.5887838,88.3632207,2,Caliburnus,gQFOAl4Pb0,451
London Paris: Mukti World Ballygunge,22.52623,88.36665,2,Makunouchi-Ippo,4AqdfYxPOLq,452
"Malancha Cinema, Netaji Nagar",22.4870162,88.3506847,2,Startracker,ruxqO9yFW,453
"Mayur Cinema, Chittaranjan Avenue",22.5751236,88.3538911,2,firetrickz,7iKrvOBaDs,454
Menoka Cinema: Kolkata,22.51115,88.35068,2,AriaVengeance,Gv4g5PXd,455
"Minar Cinema, R.G.Kar Medical College",22.5973062,88.3718559,2,asukai_kun,0DJtllflWw,456
Mitra Cinema Hall: Kolkata,22.59727,88.37205,2,DaytymeLantern,dsKoQCjV4H,457
"Moonlight Cinema, Chittaranjan Avenue",22.5775595,88.3598131,2,Imberqqi,rqinxvRrT,458
Navina Cinema: Tollygunge,22.501,88.34881,2,Natyyds,PJXLFPzvD,459
"Netro, Dum Dum",22.6210274,88.3928183,2,amcsi,7aLVYVGYT,460
"New Empire Cinema, New Market",22.5605129,88.3514889,2,aQrka,3FuRTsgR4M,461
"Padmasree Cinema, Jadavpore",22.4728672,88.37637,2,willmcgowan85,qkugMrMcW,462
Paradise Cinema: Kolkata,22.5668,88.35196,2,BEEEEH,o2r3Fjc9vZ,463
"Park Show House, Shakespeare Sarani",22.5462997,88.3622103,2,NarutoxXSasuke,JheKTWkib3l,464
"Prabhat Cinema, Barabazar",22.5789136,88.3606355,2,Warida,fZjGbC3r0T,465
Prachi Cinema: Kolkata,22.56487,88.36829,2,jsoebb,s1Mf6zxdnx,466
Priya Cinema: Rashbehari Avenue,22.51794,88.35438,2,faywan,RW5ZYXAYrhG,467
"PVR: Mani Square Mall, Kolkata",22.57771,88.4009,2,Werew0lfBowrE,xEvZCHa2cv,468
"Ragini Cinema, Beliaghata",22.5616213,88.4063598,2,Stephlovesmanga,EgVa6yMd,469
"Regal Cinema, Dharmatala",22.5628269,88.3526567,2,jockerint,XblkC32t,470
Regal Cinema: Kolkata,22.56284,88.35266,2,lmismyl,YNqahA46gNR,471
Roxy Talkies: Kolkata,22.56229,88.35205,2,nova_h,A09m0tRV,472
"Star Theatre, Bidhan Sarani",22.5972365,88.3719017,2,starlit-elf,7AKbmz4Dk,473
"Talkie Show House, Sibdas Bhaduri St",22.5985914,88.373945,2,speedevil,pfB6UgB8Ia,474
24 Karat: Jogeshwari,19.14108,72.84372,5,snowballbubble,XSzHK2a9,475
"Akash Cinema, Kurla North",19.0668861,72.8786582,5,shinnsan,laAhHwUi,476
"Alankar Cinema, Ambewadi",18.9579554,72.8254315,5,Kinsley,xy1CaPbbY,477
"Amar Theatre, Chembur",19.0523111,72.9101544,5,overlord_666,jOjVfBVR4TC,478
"Ashish Theatre, Chembur Extension",19.039534,72.89525,5,Tanake,QaU6Z5EwX,479
Bahar Cinema: Vile Parle (E),19.10867,72.85335,5,iraigen,xiEY5me05P,480
"Bharat Chitra Mandir, Kurla North",19.071989,72.884082,5,isamff,cmzuGK2CQ,481
Bharat Cineplex: Kurla (W),19.06685,72.87733,5,Yuusa,7i2bdyeCKnM,482
"Carnival: Annex Mall, Borivali",19.21546,72.86812,5,Noyx444,wqbsqyqAFPa,483
"Carnival: Dreams Mall, Bhandup",19.14617,72.93694,5,bserker9,peNKSEkoQF,484
"Carnival: Harmony Mall, Oshiwara",19.15756,72.83473,5,troffle,TDbkF9HOarP,485
"Carnival: Huma, Kanjurmarg",19.12873,72.92615,5,Foxheart417,AmH47anX7,486
"Carnival: IMAX, Wadala",19.03122,72.881,5,Wolther,STokXEFx,487
"Carnival: Moviestar, Goregaon",19.1513,72.84638,5,Myopia,V1laXOmok,488
Carnival: R Mall Mulund,19.18385,72.95173,5,PacificPikachu,U1AIk9m0,489
"Carnival: Sangam, Andheri",19.11239,72.86467,5,Myrmidon83,U9yzSxkrEy,490
Central Plaza: Girgaon,18.95464,72.81875,5,Acidblood,wocGTs8E8,491
Chandan Cinema: Juhu,19.1147,72.8269,5,I-AM-HELLS-SON,AkMyxcPk2,492
Chitra Cinema: Dadar (E),19.01336,72.84388,5,Natsu_same,uOymQCrLaCi,493
Cinemax: Andheri (E),19.11633,72.85641,5,trinicanh,meLgXCgu4,494
Cinemax: Goregaon (W),19.15758,72.84491,5,Rebecca,DnSUWfuyre,495
"Cinemax: Infiniti Mall, Malad (W)",19.18512,72.83401,5,c0rnhorse,ubcjBoG2,496
"Cinemax: R Odeon Mall, Ghatkopar (E)",19.0796,72.90937,5,mato1004,FObxXgq4U,497
"Cinepolis: Fun Republic Mall, Andheri (W)",19.13469,72.83279,5,ehhhhhhh,IAFkwYSRmg,498
"Cinepolis: Magnet Mall, Bhandup (W)",19.14114,72.93097,5,kmgd14,RJc0k5PPW5h,499
Citylight Cinema: Mahim,19.03054,72.84139,5,N0SPH3RATU,XBWRkFwsY,500
"Edward Talkies, Kalbadevi",18.945067,72.828944,5,kyunxd,aBm3VsDsQmm,501
EROS Theatre,18.932265,72.8279021,5,lenofrex,3sg0S5faEYq,502
"Fun Cinemas: K Star Mall, Chembur",19.05235,72.90172,5,keitamb,ZlqN7lbz3C6,503
G7 Multiplex: Bandra (W),19.06148,72.83872,5,tessachidori1,PSDsmrKh,504
Gold Cinema: Dadar (E),19.00916,72.84208,5,Arl-,q570t9dEs,505
Gold Cinema: Santacruz (W),19.08958,72.83912,5,Areq,EwABREjM,506
Gold Cinema: Sona Borivali (E),19.23479,72.86494,5,xxreinyaxx,aGCYL7xt,507
"Gulshan Cinema, Ambewadi",18.9611893,72.8237326,5,Syrums,QLlmzdaC,508
"Imperial Cinema Pvt Ltd., Ambewadi",18.9585704,72.8174214,5,FineBreeder,DVn0ODRVaO,509
"INOX Laserplex: CR2, Nariman Point",18.92648,72.82293,5,the8deadlysin,wDs7ZpSQqx,510
"INOX: Inorbit Mall, Malad (W)",19.17238,72.83547,5,SgCloud,m8LMm9vegKr,511
"INOX: Nakshatra Mall, Dadar (W)",19.0199,72.84133,5,DestradoTehRei,KKtFNVai3,512
"INOX: Neelyog, Ghatkopar (E)",19.08522,72.90917,5,clannad3,kxXcqWtMqaS,513
"INOX: Raghuleela Mall, Kandivali (W)",19.21345,72.84918,5,GreatTeacherKen,zvq7XhhaA,514
"INOX: R-City, Ghatkopar",19.09982,72.91545,5,ninjadante,vfUqXY2NRF,515
"INOX: Thakur Movie, Kandivali (E)",19.21198,72.87165,5,Kurokihime,0VBjoh32r9,516
"Kalpana Cinema, Kurla North",19.0774572,72.8789704,5,Duck-Luck,Auj6r4XRh0,517
"Kamran Theatre, Kurla North",19.077327,72.8788352,5,Blackdragonwar,Hc9FA3R0YEP,518
Kasturba Cinema: Malad,19.18786,72.84753,5,Marifrit,6lqLNVoPvL,519
"Kings Cinema, Kurla North",19.0774291,72.8789924,5,Revan_Starkiller,VyKxOUEt,520
"KSS Miniplex, Kurla North",19.0819265,72.8861376,5,june3buggy,93JZh2ZxLJW,521
Le Reve (Globus): Bandra (W),19.05605,72.83383,5,Brightless,pWnV5fmtFz,522
Liberty Cinema: Marine Lines,18.94143,72.82727,5,darkpetr,amrAoeTo,523
Maratha Mandir: Mumbai Central,18.97133,72.82214,5,Egg_Striker,WUaASK2l,524
Maxus Cinemas: Borivali (W),19.23223,72.82884,5,AllieChen,WeVPnjBaIxA,525
Maxus Cinemas: Saki Naka,19.09339,72.88374,5,sitioalto,r77S6ykHC,526
"Mayur Cinema, Subhash Lane",19.2020115,72.8450572,5,loli-san,H7IgR1FO,527
"Metro INOX Cinemas, Marine Lines",18.9430131,72.8288781,5,fizzychi,KHIvW5aYpT,528
Miraj Anupam Cinemas: Goregaon (E),19.16545,72.85126,5,byi42,dWEPHjEn,529
Miraj Thakur Cinemas: Kandivali (E),19.20909,72.87242,5,harhar-chan,QDEM1y03R,530
"Moti Cinema, Ambewadi",18.9583336,72.8265371,5,JazzyWooWoo,CxwrWHbsK,531
Movietime Star City: Matunga (W),19.0286,72.8436,5,hamaji-chan,nn1niQBY6Vg,532
Movietime Suburbia: Bandra (W),19.06099,72.83685,5,AcidHearts,QOGyQZqqHq7,533
Movietime: Dahisar (E),19.25194,72.86307,5,l_Kaicho_l,r8SXvw8gnn,534
Movietime: Malad,19.18909,72.83519,5,DarkDisast3r,FTLZpuz407Q,535
"Movietime: The Hub, Goregaon",19.1548,72.85626,5,21animegirl21,7IoNUpYrv,536
"Mukta A2 Cinemas: Jai Hind, Lalbaugh",18.98584,72.83596,5,Athelfirth,hkqvl9lTtJ1,537
"Mukta A2 Cinemas: Topiwala, Goregaon",19.16381,72.84758,5,xBoada,Uu36CjgFRCM,538
Nandi Cinema: National Library Road,19.05546,72.83874,5,IAmDavey,AvKWjpFKp,539
Natraj Cinema: Chembur,19.06247,72.89922,5,RedKnight,gi5O5cGMt2,540
New Excelsior Mukta A2 Cinemas: Fort,18.93768,72.83344,5,id,9XDYM4TeT,541
"New Shirin Talkies, Agripada",18.9811379,72.8260349,5,Majcha,egcIttaysF,542
"Nishat Talkies, Falkland Road",18.9620811,72.8237374,5,KajaKamisama,9xyjAMVF,543
"Palace Talkies, V J B Udyan",18.9759324,72.8331947,5,LORENZANA,v8e7fIdyp,544
Paradise E-Square Cinema: Mahim,19.0372,72.84256,5,Itena,LLZtYPlV0,545
Plaza Cinema: Dadar,19.02185,72.84276,5,RlYKEN,ZEcDBCQZ,546
Premier Gold: Dongri,18.96089,72.83809,5,Kazumi_Hyuuga,XRZfme7QaP,547
Premiere Cinema: Dadar (E),19.00752,72.84061,5,Bloo-Chan,CnHCDtUsZsH,548
PVR ICON: Versova,19.14147,72.83059,5,silencio,I38bckTfi3,549
PVR ICON: Versova (Gold),19.14147,72.83059,5,moegopher,ErmtXRfBvz,550
"PVR: Citi Mall, Andheri (W)",19.13854,72.83122,5,gulag0rkestar,dUv4EyHDx5G,551
"PVR: Dynamix, Juhu",19.11482,72.82753,5,cekeki,cf8ip90j,552
"PVR: Growel, Kandivali (E)",19.20261,72.86005,5,WanderingUlysses,d7SoAqt9,553
"PVR: Market City, Kurla (4DX)",19.08571,72.88842,5,xWhiteTears,m3O74NIXf,554
"PVR: Market City, Kurla (Gold)",19.08571,72.88842,5,FunnyBunny,CRGKhtoe,555
"PVR: Market City, Kurla (Premiere)",19.08571,72.88842,5,CrystalDeity,YcWkwPuH,556
"PVR: Milap, Kandivali (W)",19.19617,72.84706,5,Asu-chan,q6Titt8Bp,557
"PVR: Nirmal Lifestyle, Mulund (W)",19.16732,72.93695,5,ecoute,sdPJYubIGKc,558
